,Title,Url,NumAuthors,NumHeadings,NumFigures,NumEquations,NumParagraphs,NumSentences,SentenceLenMean,SentenceLenStdev,NumWords,WordLenMean,WordLenStdev,NormalizedUniqueVocab,UniqueVocabMean,UniqueVocabStdev,PercentTypos,NumLinks,NumGithubLinks,BibLength,SubDomain,SecondDomain,TopDomain,NumUrlSubdirs
0,17 Statistical Hypothesis Tests in Python (Cheat Sheet),https://machinelearningmastery.com/statistical-hypothesis-tests-in-python-cheat-sheet/,2,4,14,0,240,251,15.976,12.135,4010,4.659,4.913,0.232,4.303,11.929,2.968,223,0,0,machinelearningmastery,com/statistical-hypothesis-tests-in-python-cheat-sheet,com,2
