,Title,Url,NumAuthors,NumHeadings,NumFigures,NumEquations,NumParagraphs,NumSentences,SentenceLenMean,SentenceLenStdev,NumWords,WordLenMean,WordLenStdev,NormalizedUniqueVocab,UniqueVocabMean,UniqueVocabStdev,PercentTypos,NumLinks,NumGithubLinks,BibLength,SubDomain,SecondDomain,TopDomain,NumUrlSubdirs
0,Quick and Dirty Data Analysis with Pandas,https://machinelearningmastery.com/quick-and-dirty-data-analysis-with-pandas/,2,4,19,0,131,149,16.799,13.0,2503,4.374,3.503,0.279,3.581,9.087,3.676,137,0,0,machinelearningmastery,com/quick-and-dirty-data-analysis-with-pandas,com,2
