,Title,Url,NumAuthors,NumHeadings,NumFigures,NumEquations,NumParagraphs,NumSentences,SentenceLenMean,SentenceLenStdev,NumWords,WordLenMean,WordLenStdev,NormalizedUniqueVocab,UniqueVocabMean,UniqueVocabStdev,PercentTypos,NumLinks,NumGithubLinks,BibLength,SubDomain,SecondDomain,TopDomain,NumUrlSubdirs
0,Understand Your Machine Learning Data With Descriptive Statistics in Python,https://machinelearningmastery.com/understand-machine-learning-data-descriptive-statistics-python/,2,4,14,0,124,163,16.135,13.416,2630,4.275,3.613,0.269,3.715,9.063,3.004,117,0,0,machinelearningmastery,com/understand-machine-learning-data-descriptive-statistics-python,com,2
